"","X","Id","Label","timeset","modularity_class","labeldiff","kingdom","phylum","class","order","family","genus","species","name","abun","module2"
"575",575,"Zotu711","Zotu711",NA,1,"other","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Acidaminobacteraceae","Acidaminobacter","uncultured_prokaryote","Zotu711",0.00031,"1"
"576",576,"Zotu714","Zotu714",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea",NA,"Zotu714",0.000461,"1"
"577",577,"Zotu716","Zotu716",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu716",0.000228,"8"
"578",578,"Zotu7167","Zotu7167",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu7167",0.000105,"1"
"579",579,"Zotu72","Zotu72",NA,6,"diff","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,"Zotu72",0.001698,"6"
"580",580,"Zotu720","Zotu720",NA,25,"diff","Bacteria","Acidobacteriota","Acidobacteriae","TSBb06","TSBb06","TSBb06","uncultured_bacterium","Zotu720",0.000286,"25"
"581",581,"Zotu726","Zotu726",NA,8,"other","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae",NA,NA,"Zotu726",0.000178,"8"
"582",582,"Zotu729","Zotu729",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thioalkalispira-Sulfurivermis",NA,"Zotu729",0.000291,"0"
"583",583,"Zotu730","Zotu730",NA,31,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA,NA,"Zotu730",0.000425,"other"
"584",584,"Zotu737","Zotu737",NA,13,"other","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured","uncultured",NA,"Zotu737",0.000182,"13"
"585",585,"Zotu739","Zotu739",NA,13,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocystis","uncultured_bacterium","Zotu739",0.000204,"13"
"586",586,"Zotu74","Zotu74",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu74",0.001553,"1"
"587",587,"Zotu740","Zotu740",NA,0,"other","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","uncultured_Spirochaetes","Zotu740",0.000273,"0"
"588",588,"Zotu745","Zotu745",NA,0,"other","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA,NA,"Zotu745",0.000245,"0"
"589",589,"Zotu746","Zotu746",NA,0,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_bacterium","Zotu746",0.000304,"0"
"590",590,"Zotu747","Zotu747",NA,0,"other","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium","Zotu747",0.000242,"0"
"591",591,"Zotu752","Zotu752",NA,0,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485",NA,"Zotu752",0.000366,"0"
"592",592,"Zotu7563","Zotu7563",NA,33,"other","Bacteria","Desulfobacterota","Syntrophorhabdia","Syntrophorhabdales","Syntrophorhabdaceae","Syntrophorhabdus","uncultured_bacterium","Zotu7563",0.000626,"other"
"593",593,"Zotu735","Zotu735",NA,33,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485",NA,"Zotu735",0.000327,"other"
"594",594,"Zotu760","Zotu760",NA,32,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylocaldum","uncultured_bacterium","Zotu760",0.00029,"32"
"595",595,"Zotu766","Zotu766",NA,0,"other","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured_bacterium","Zotu766",0.000247,"0"
"596",596,"Zotu767","Zotu767",NA,0,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","TRA3-20",NA,"Zotu767",0.000246,"0"
"597",597,"Zotu77","Zotu77",NA,1,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA,NA,"Zotu77",0.00316,"1"
"598",598,"Zotu770","Zotu770",NA,0,"other","Bacteria",NA,NA,NA,NA,NA,NA,"Zotu770",0.000311,"0"
"599",599,"Zotu773","Zotu773",NA,2,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Williamwhitmaniaceae","Blvii28_wastewater-sludge_group","uncultured_bacterium","Zotu773",0.000115,"2"
"600",600,"Zotu774","Zotu774",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,"Zotu774",0.000222,"6"
"601",601,"Zotu775","Zotu775",NA,6,"diff","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Sporacetigenium","uncultured_bacterium","Zotu775",0.000311,"6"
"602",602,"Zotu778","Zotu778",NA,1,"other","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium","Zotu778",0.000263,"1"
"603",603,"Zotu779","Zotu779",NA,13,"other","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","uncultured_soil","Zotu779",0.000219,"13"
"604",604,"Zotu781","Zotu781",NA,13,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA,"Zotu781",0.00029,"13"
"605",605,"Zotu783","Zotu783",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2","uncultured_prokaryote","Zotu783",0.000157,"1"
"606",606,"Zotu785","Zotu785",NA,13,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","uncultured","uncultured_soil","Zotu785",0.000242,"13"
"607",607,"Zotu79","Zotu79",NA,1,"diff","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_bacterium","Zotu79",0.00077,"1"
"608",608,"Zotu795","Zotu795",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_9","uncultured_bacterium","Zotu795",0.000315,"6"
"609",609,"Zotu799","Zotu799",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_12","Clostridium_magnum","Zotu799",0.000172,"6"
"610",610,"Zotu800","Zotu800",NA,0,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured",NA,"Zotu800",0.00019,"0"
"611",611,"Zotu802","Zotu802",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2","uncultured_prokaryote","Zotu802",0.000211,"1"
"612",612,"Zotu807","Zotu807",NA,13,"other","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA,"Zotu807",0.000143,"13"
"613",613,"Zotu808","Zotu808",NA,0,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured",NA,"Zotu808",0.000182,"0"
"614",614,"Zotu809","Zotu809",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu809",0.000398,"8"
"615",615,"Zotu81","Zotu81",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84",NA,"Zotu81",0.002324,"13"
"616",616,"Zotu12057","Zotu12057",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",NA,"Zotu12057",0.000438,"13"
"617",617,"Zotu811","Zotu811",NA,0,"other","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15",NA,"Zotu811",0.000308,"0"
"618",618,"Zotu813","Zotu813",NA,5,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","SC-I-84","uncultured_prokaryote","Zotu813",0.000322,"other"
"619",619,"Zotu815","Zotu815",NA,21,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured_Gemmatimonadaceae","Zotu815",0.000252,"21"
"620",620,"Zotu1049","Zotu1049",NA,21,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured_Gemmatimonas","Zotu1049",0.000175,"21"
"621",621,"Zotu1229","Zotu1229",NA,21,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae",NA,NA,NA,NA,"Zotu1229",0.000136,"21"
"622",622,"Zotu817","Zotu817",NA,0,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae","uncultured_bacterium","Zotu817",0.000282,"0"
"623",623,"Zotu82","Zotu82",NA,0,"other","Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1",NA,"Zotu82",0.002924,"0"
"624",624,"Zotu827","Zotu827",NA,21,"other","Bacteria","Acidobacteriota","Subgroup_22","Subgroup_22","Subgroup_22","Subgroup_22","uncultured_bacterium","Zotu827",0.000268,"21"
"625",625,"Zotu8276","Zotu8276",NA,1,"other","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured_soil","Zotu8276",0.00024,"1"
"626",626,"Zotu837","Zotu837",NA,1,"other","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacterales","BBMC-4","uncultured_soil","Zotu837",0.000117,"1"
"627",627,"Zotu838","Zotu838",NA,13,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI_cluster","uncultured_bacterium","Zotu838",0.00022,"13"
"628",628,"Zotu84","Zotu84",NA,0,"other","Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured_bacterium","Zotu84",0.002369,"0"
"629",629,"Zotu1322","Zotu1322",NA,0,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_bacterium","Zotu1322",0.00015,"0"
"630",630,"Zotu841","Zotu841",NA,0,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485",NA,"Zotu841",0.000304,"0"
"631",631,"Zotu844","Zotu844",NA,0,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_delta","Zotu844",0.000267,"0"
"632",632,"Zotu1264","Zotu1264",NA,0,"other","Bacteria","LCP-89","LCP-89","LCP-89","LCP-89","LCP-89","uncultured_bacterium","Zotu1264",0.000161,"0"
"633",633,"Zotu85","Zotu85",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5","uncultured_bacterium","Zotu85",0.0013,"1"
"634",634,"Zotu852","Zotu852",NA,13,"other","Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7","Subgroup_7","uncultured_Thermaerobacter","Zotu852",0.000234,"13"
"635",635,"Zotu855","Zotu855",NA,1,"other","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","Geothrix",NA,"Zotu855",0.000125,"1"
"636",636,"Zotu858","Zotu858",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Zotu858",0.000193,"8"
"637",637,"Zotu86","Zotu86",NA,0,"other","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured_bacterium","Zotu86",0.002245,"0"
"638",638,"Zotu861","Zotu861",NA,0,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_soil","Zotu861",0.000238,"0"
"639",639,"Zotu863","Zotu863",NA,21,"other","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","Geothrix",NA,"Zotu863",0.000232,"21"
"640",640,"Zotu864","Zotu864",NA,21,"other","Bacteria","Gemmatimonadota","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group",NA,"Zotu864",0.000264,"21"
"641",641,"Zotu590","Zotu590",NA,21,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_Gemmatimonadales","Zotu590",0.000326,"21"
"642",642,"Zotu866","Zotu866",NA,0,"other","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured",NA,"Zotu866",0.000267,"0"
"643",643,"Zotu868","Zotu868",NA,0,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_delta","Zotu868",0.000242,"0"
"644",644,"Zotu870","Zotu870",NA,0,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","GOUTA6","uncultured_bacterium","Zotu870",0.00031,"0"
"645",645,"Zotu871","Zotu871",NA,13,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA,"Zotu871",0.000317,"13"
"646",646,"Zotu2133","Zotu2133",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","uncultured","uncultured_beta","Zotu2133",0.000213,"13"
"647",647,"Zotu874","Zotu874",NA,8,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Citrifermentans","uncultured_Desulfuromonadales","Zotu874",0.000341,"8"
"648",648,"Zotu553","Zotu553",NA,8,"diff","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacterales","BBMC-4","uncultured_bacterium","Zotu553",0.000113,"8"
"649",649,"Zotu876","Zotu876",NA,1,"diff","Bacteria",NA,NA,NA,NA,NA,NA,"Zotu876",0.001245,"1"
"650",650,"Zotu878","Zotu878",NA,6,"other","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,"Zotu878",0.000137,"6"
"651",651,"Zotu88","Zotu88",NA,21,"other","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26","uncultured_bacterium","Zotu88",0.002365,"21"
"652",652,"Zotu884","Zotu884",NA,0,"other","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured",NA,"Zotu884",0.000154,"0"
"653",653,"Zotu888","Zotu888",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","CCD24","CCD24",NA,"Zotu888",0.000242,"13"
"654",654,"Zotu89","Zotu89",NA,13,"other","Bacteria","Chloroflexi","Dehalococcoidia","S085","S085","S085","uncultured_bacterium","Zotu89",0.001554,"13"
"655",655,"Zotu896","Zotu896",NA,0,"other","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485",NA,"Zotu896",0.000302,"0"
"656",656,"Zotu898","Zotu898",NA,21,"other","Bacteria","Gemmatimonadota","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","S0134_terrestrial_group","uncultured_bacterium","Zotu898",0.000266,"21"
"657",657,"Zotu900","Zotu900",NA,13,"other","Bacteria","Chloroflexi","SHA-26","SHA-26","SHA-26","SHA-26","uncultured_bacterium","Zotu900",0.000233,"13"
"658",658,"Zotu9076","Zotu9076",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu9076",0.000157,"1"
"659",659,"Zotu909","Zotu909",NA,6,"diff","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1",NA,"Zotu909",0.00032,"6"
"660",660,"Zotu91","Zotu91",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu91",0.001114,"1"
"661",661,"Zotu910","Zotu910",NA,0,"other","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26","uncultured_bacterium","Zotu910",0.000235,"0"
"662",662,"Zotu911","Zotu911",NA,0,"other","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfoprunum","uncultured_bacterium","Zotu911",0.000234,"0"
"663",663,"Zotu912","Zotu912",NA,13,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured_soil","Zotu912",0.000168,"13"
"664",664,"Zotu919","Zotu919",NA,0,"other","Bacteria","Acidobacteriota","Holophagae","Subgroup_7","Subgroup_7","Subgroup_7",NA,"Zotu919",0.000228,"0"
"665",665,"Zotu92","Zotu92",NA,13,"other","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","Turneriella","uncultured_bacterium","Zotu92",0.000416,"13"
"666",666,"Zotu367","Zotu367",NA,13,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5","uncultured_soil","Zotu367",0.000121,"13"
"667",667,"Zotu921","Zotu921",NA,13,"other","Bacteria","Chloroflexi","TK10","TK10","TK10","TK10","metagenome","Zotu921",0.000193,"13"
"668",668,"Zotu922","Zotu922",NA,29,"other","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium","Zotu922",0.000229,"other"
"669",669,"Zotu9243","Zotu9243",NA,1,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","uncultured_bacterium","Zotu9243",0.00029,"1"
"670",670,"Zotu925","Zotu925",NA,0,"other","Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota",NA,"Zotu925",0.000243,"0"
"671",671,"Zotu926","Zotu926",NA,5,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","uncultured",NA,"Zotu926",0.000267,"other"
"672",672,"Zotu93","Zotu93",NA,34,"other","Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1",NA,"Zotu93",0.002403,"other"
"673",673,"Zotu1059","Zotu1059",NA,34,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae","uncultured_bacterium","Zotu1059",0.000229,"other"
"674",674,"Zotu931","Zotu931",NA,13,"other","Bacteria","Chloroflexi","NLS2-31","NLS2-31","NLS2-31","NLS2-31","uncultured_bacterium","Zotu931",0.000219,"13"
"675",675,"Zotu933","Zotu933",NA,35,"other","Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15","SJA-15","uncultured_bacterium","Zotu933",0.000209,"other"
"676",676,"Zotu934","Zotu934",NA,21,"other","Bacteria","Desulfobacterota","uncultured","uncultured","uncultured","uncultured","uncultured_delta","Zotu934",0.000258,"21"
"677",677,"Zotu938","Zotu938",NA,8,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","oc32","uncultured_bacterium","Zotu938",0.000223,"8"
"678",678,"Zotu940","Zotu940",NA,31,"other","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","uncultured_Syntrophobacterales","Zotu940",0.000296,"other"
"679",679,"Zotu942","Zotu942",NA,21,"diff","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26","Ignavibacteria_bacterium","Zotu942",0.000268,"21"
"680",680,"Zotu944","Zotu944",NA,0,"other","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",NA,"Zotu944",0.000194,"0"
"681",681,"Zotu945","Zotu945",NA,13,"other","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA,"Zotu945",0.000151,"13"
"682",682,"Zotu95","Zotu95",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,NA,"Zotu95",0.000898,"1"
"683",683,"Zotu956","Zotu956",NA,2,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomicrobium","uncultured_gamma","Zotu956",0.000252,"2"
"684",684,"Zotu957","Zotu957",NA,21,"other","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,NA,"Zotu957",0.00021,"21"
"685",685,"Zotu963","Zotu963",NA,1,"other","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae","Ferritrophicum","uncultured_bacterium","Zotu963",0.000258,"1"
"686",686,"Zotu966","Zotu966",NA,1,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","uncultured",NA,"Zotu966",0.000314,"1"
"687",687,"Zotu967","Zotu967",NA,2,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas","uncultured_bacterium","Zotu967",0.000322,"2"
"688",688,"Zotu969","Zotu969",NA,13,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA,"Zotu969",0.000275,"13"
"689",689,"Zotu970","Zotu970",NA,0,"other","Bacteria","Verrucomicrobiota","Verrucomicrobiae","LD1-PB3","LD1-PB3","LD1-PB3","uncultured_soil","Zotu970",0.000208,"0"
"690",690,"Zotu975","Zotu975",NA,35,"other","Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15","SJA-15","uncultured_bacterium","Zotu975",0.00022,"other"
"691",691,"Zotu1338","Zotu1338",NA,35,"other","Bacteria","Chloroflexi","Anaerolineae","SJA-15","SJA-15","SJA-15",NA,"Zotu1338",0.000151,"other"
"692",692,"Zotu981","Zotu981",NA,0,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia","Desulfuromonadaceae","Desulfuromonas","uncultured_bacterium","Zotu981",0.000238,"0"
"693",693,"Zotu9875","Zotu9875",NA,1,"diff","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA,NA,"Zotu9875",0.000958,"1"
"694",694,"Zotu988","Zotu988",NA,1,"other","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5","uncultured_soil","Zotu988",0.000144,"1"
"695",695,"Zotu9905","Zotu9905",NA,1,"other","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter",NA,"Zotu9905",2e-04,"1"
"696",696,"Zotu992","Zotu992",NA,0,"other","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26","uncultured_bacterium","Zotu992",0.000185,"0"
"697",697,"Zotu998","Zotu998",NA,1,"diff","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","uncultured",NA,"Zotu998",0.000122,"1"
