"","X","feature","method","group1","group2","p_values","adj_method","p_adjust","Compartment","Experiment","Variety","Timepoint","logFC","int_all","def_all","level1","level2","level3"
"180",180,"ko00522","LinDA","Defoliation","Intact",0.476193469557336,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.843636170014347,1.60060801687767e-07,8.91918547480513e-08,"Biosynthesis of 12-, 14- and 16-membered macrolides","Metabolism of terpenoids and polyketides","Metabolism"
"184",184,"ko00910","LinDA","Defoliation","Intact",0.711846534304746,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.0358117885763751,0.0117007729182625,0.011994854201692,"Nitrogen metabolism","Energy metabolism","Metabolism"
"186",186,"ko00460","LinDA","Defoliation","Intact",0.888789693266981,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.0151075224766057,0.00309024396391426,0.00305805258704132,"Cyanoamino acid metabolism","Metabolism of other amino acids","Metabolism"
"188",188,"ko00830","LinDA","Defoliation","Intact",0.626563748335926,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.0832536358153919,0.000717684138109978,0.000677441044820079,"Retinol metabolism","Metabolism of cofactors and vitamins","Metabolism"
"189",189,"ko00780","LinDA","Defoliation","Intact",0.843675188543737,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.0217753980403248,0.00270613621475577,0.00274729123911779,"Biotin metabolism","Metabolism of cofactors and vitamins","Metabolism"
"190",190,"ko00511","LinDA","Defoliation","Intact",0.942617606595446,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.0791404507061277,0.000441382225768112,0.000466271091049806,"Other glycan degradation","Glycan biosynthesis and metabolism","Metabolism"
"192",192,"ko00030","LinDA","Defoliation","Intact",0.902889141200208,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.00710235185996992,0.0096442346525287,0.00969183003955729,"Pentose phosphate pathway","Carbohydrate metabolism","Metabolism"
"194",194,"ko00232","LinDA","Defoliation","Intact",0.696906874679605,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.0875783259195346,2.03739147856789e-06,1.91739143175637e-06,"Caffeine metabolism","Biosynthesis of other secondary metabolites","Metabolism"
"195",195,"ko00230","LinDA","Defoliation","Intact",0.96557564939104,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.0095979747849369,0.0343831909412101,0.0341552053467325,"Purine metabolism","Nucleotide metabolism","Metabolism"
"197",197,"ko00540","LinDA","Defoliation","Intact",0.557368191162295,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.0743362246840754,0.00807735124137941,0.00850445332326183,"Lipopolysaccharide biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"200",200,"ko00660","LinDA","Defoliation","Intact",0.556969169064717,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.0692263084941973,0.00385099053182251,0.00404028169793878,"C5-Branched dibasic acid metabolism","Carbohydrate metabolism","Metabolism"
"202",202,"ko04512","LinDA","Defoliation","Intact",0.300279279640369,"BH",0.999592632031329,"Root","Exp1","NIP","day1",1.70875664147776,3.54170706638879e-07,1.15770962068613e-06,"ECM-receptor interaction","Signaling molecules and interaction","Environmental Information Processing"
"203",203,"ko00982","LinDA","Defoliation","Intact",0.466602781035126,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.0945957933378874,0.00355746395518571,0.0033316880964762,"Drug metabolism - cytochrome P450","Xenobiotics biodegradation and metabolism","Metabolism"
"204",204,"ko04630","LinDA","Defoliation","Intact",0.329236048318612,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.329539927733153,8.26393608790071e-10,1.03845660453853e-09,"Jak-STAT signaling pathway","Signal transduction","Environmental Information Processing"
"206",206,"ko00140","LinDA","Defoliation","Intact",0.77268913329599,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.00599974543999455,4.63742804766081e-05,4.61818239112322e-05,"Steroid hormone biosynthesis","Lipid metabolism","Metabolism"
"208",208,"ko00860","LinDA","Defoliation","Intact",0.587280872669482,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.0470975765898002,0.0118757341755777,0.0122698216816681,"Porphyrin and chlorophyll metabolism","Metabolism of cofactors and vitamins","Metabolism"
"210",210,"ko00330","LinDA","Defoliation","Intact",0.803399790426901,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.0348718809786459,0.0164455107067774,0.0160527662800451,"Arginine and proline metabolism","Amino acid metabolism","Metabolism"
"211",211,"ko04080","LinDA","Defoliation","Intact",0.17771388684712,"BH",0.999592632031329,"Root","Exp1","NIP","day1",1.47123990832088,1.02313599661295e-07,2.83674767624997e-07,"Neuroactive ligand-receptor interaction","Signaling molecules and interaction","Environmental Information Processing"
"212",212,"ko04514","LinDA","Defoliation","Intact",0.531367119070833,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.835690440669061,1.62888370123939e-07,9.12687679571283e-08,"Cell adhesion molecules (CAMs)","Signaling molecules and interaction","Environmental Information Processing"
"213",213,"ko00908","LinDA","Defoliation","Intact",0.900630807029042,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.0107099281720121,0.000638692513301842,0.000643451525814711,"Zeatin biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"217",217,"ko00906","LinDA","Defoliation","Intact",0.32202595998647,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.233976959714494,0.00105927147541492,0.000900685548149981,"Carotenoid biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"218",218,"ko00900","LinDA","Defoliation","Intact",0.816940929775608,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.0215116768081701,0.00767250036528689,0.00778776033375396,"Terpenoid backbone biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"219",219,"ko00901","LinDA","Defoliation","Intact",0.937307663190463,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.148702607833517,1.11198581415364e-05,1.23271645231238e-05,"Indole alkaloid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"221",221,"ko00903","LinDA","Defoliation","Intact",0.933169137739893,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.00405467754002694,0.00197283329475224,0.00196729645410722,"Limonene and pinene degradation","Metabolism of terpenoids and polyketides","Metabolism"
"222",222,"ko00471","LinDA","Defoliation","Intact",0.868934343553319,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.0241286227126517,0.00235242589590273,0.0023134094876208,"D-Glutamine and D-glutamate metabolism","Metabolism of other amino acids","Metabolism"
"223",223,"ko00472","LinDA","Defoliation","Intact",0.486138644444653,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.250492984738841,0.000232134805404655,0.000276150709836442,"D-Arginine and D-ornithine metabolism","Metabolism of other amino acids","Metabolism"
"224",224,"ko00473","LinDA","Defoliation","Intact",0.764354495775275,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.0364443892401672,0.00194910141234048,0.00190048121761776,"D-Alanine metabolism","Metabolism of other amino acids","Metabolism"
"229",229,"ko00240","LinDA","Defoliation","Intact",0.959808382545385,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.000526178418831527,0.0240108058750393,0.0240195646714008,"Pyrimidine metabolism","Nucleotide metabolism","Metabolism"
"230",230,"ko04011","LinDA","Defoliation","Intact",0.887524626335473,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.0131507685586599,0.000884725728565919,0.000876697728479731,"MAPK signaling pathway - yeast","Signal transduction","Environmental Information Processing"
"231",231,"ko00944","LinDA","Defoliation","Intact",0.538016035215423,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.279595864647513,1.66435127909399e-06,2.0202807979145e-06,"Flavone and flavonol biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"233",233,"ko04070","LinDA","Defoliation","Intact",0.745184801869479,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.0393029640792701,0.00195688453519574,0.00201092823613129,"Phosphatidylinositol signaling system","Signal transduction","Environmental Information Processing"
"235",235,"ko04310","LinDA","Defoliation","Intact",0.57637855930691,"BH",0.999592632031329,"Root","Exp1","NIP","day1",1.88729371841585,1.43935787264929e-07,5.32476943556347e-07,"Wnt signaling pathway","Signal transduction","Environmental Information Processing"
"237",237,"ko00770","LinDA","Defoliation","Intact",0.734291303066754,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.0345926277747785,0.00900496593014085,0.00922349448908507,"Pantothenate and CoA biosynthesis","Metabolism of cofactors and vitamins","Metabolism"
"240",240,"ko00670","LinDA","Defoliation","Intact",0.755841747552008,"BH",0.999592632031329,"Root","Exp1","NIP","day1",0.0280285081484515,0.00768322788165864,0.00783395614621511,"One carbon pool by folate","Metabolism of cofactors and vitamins","Metabolism"
"243",243,"ko00930","LinDA","Defoliation","Intact",0.804708829774071,"BH",0.999592632031329,"Root","Exp1","NIP","day1",-0.0377718140171313,0.0011945301930491,0.00116366154461849,"Caprolactam degradation","Xenobiotics biodegradation and metabolism","Metabolism"
"248",248,"ko00564","LinDA","Defoliation","Intact",0.826680448815509,"BH",0.997038718718476,"Root","Exp1","NIP","day3",0.0240168564288223,0.0100135272771457,0.0101816198869303,"Glycerophospholipid metabolism","Lipid metabolism","Metabolism"
"249",249,"ko00680","LinDA","Defoliation","Intact",0.718630917031817,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.0194045864874811,0.0137496845967018,0.0135659862778648,"Methane metabolism","Energy metabolism","Metabolism"
"250",250,"ko00562","LinDA","Defoliation","Intact",0.90233359790995,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.00991095167335008,0.00256158616609486,0.00254404902097344,"Inositol phosphate metabolism","Carbohydrate metabolism","Metabolism"
"251",251,"ko00563","LinDA","Defoliation","Intact",0.588508891070723,"BH",0.997038718718476,"Root","Exp1","NIP","day3",Inf,0,1.01811444979302e-08,"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"253",253,"ko00561","LinDA","Defoliation","Intact",0.877339022836341,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.00723563721388996,0.0052172184148503,0.00519111768530472,"Glycerolipid metabolism","Lipid metabolism","Metabolism"
"254",254,"ko00440","LinDA","Defoliation","Intact",0.46918429788902,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.146152475325664,0.000490217745957482,0.000442988803605961,"Phosphonate and phosphinate metabolism","Metabolism of other amino acids","Metabolism"
"255",255,"ko00250","LinDA","Defoliation","Intact",0.804605238120118,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.0106661435498315,0.0130204457279648,0.0129245378434752,"Alanine, aspartate and glutamate metabolism","Amino acid metabolism","Metabolism"
"257",257,"ko00740","LinDA","Defoliation","Intact",0.687328955422979,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.0178930218760805,0.00318055821935729,0.00314135496512797,"Riboflavin metabolism","Metabolism of cofactors and vitamins","Metabolism"
"259",259,"ko00010","LinDA","Defoliation","Intact",0.789475880315376,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.0130543517732013,0.014088819045228,0.0139619101774812,"Glycolysis / Gluconeogenesis","Carbohydrate metabolism","Metabolism"
"261",261,"ko00195","LinDA","Defoliation","Intact",0.742802646200604,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.0197755195341856,0.00496415887336869,0.0048965776696472,"Photosynthesis","Energy metabolism","Metabolism"
"263",263,"ko00760","LinDA","Defoliation","Intact",0.930677256006385,"BH",0.997038718718476,"Root","Exp1","NIP","day3",0.0124081046963285,0.00733971609829674,0.00740311461781708,"Nicotinate and nicotinamide metabolism","Metabolism of cofactors and vitamins","Metabolism"
"264",264,"ko00920","LinDA","Defoliation","Intact",0.802919065621041,"BH",0.997038718718476,"Root","Exp1","NIP","day3",0.0285058066083147,0.00633888486000308,0.00646537867031348,"Sulfur metabolism","Energy metabolism","Metabolism"
"265",265,"ko00311","LinDA","Defoliation","Intact",0.354587622596358,"BH",0.997038718718476,"Root","Exp1","NIP","day3",0.106124185736717,0.000438945109871588,0.000472451006178132,"Penicillin and cephalosporin biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"266",266,"ko00310","LinDA","Defoliation","Intact",0.835618650678409,"BH",0.997038718718476,"Root","Exp1","NIP","day3",0.0214901635940405,0.00548986264992085,0.00557225089813499,"Lysine degradation","Amino acid metabolism","Metabolism"
"268",268,"ko00600","LinDA","Defoliation","Intact",0.522618185781584,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.104545854460148,0.000783737355014611,0.000728952296965317,"Sphingolipid metabolism","Lipid metabolism","Metabolism"
"271",271,"ko00604","LinDA","Defoliation","Intact",0.46813953582655,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.291453614922748,6.68843730813682e-05,5.46497752551098e-05,"Glycosphingolipid biosynthesis - ganglio series","Glycan biosynthesis and metabolism","Metabolism"
"275",275,"ko00909","LinDA","Defoliation","Intact",0.365356088272131,"BH",0.997038718718476,"Root","Exp1","NIP","day3",0.283124698182777,0.000114205542163369,0.00013896844773675,"Sesquiterpenoid and triterpenoid biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"276",276,"ko00513","LinDA","Defoliation","Intact",0.0658904308137204,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.543042385265793,1.83556246173819e-06,1.25978699479959e-06,"Various types of N-glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"278",278,"ko00510","LinDA","Defoliation","Intact",0.67599779902259,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.0230121259760596,0.000390515713939957,0.00038433609562127,"N-Glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"282",282,"ko00450","LinDA","Defoliation","Intact",0.9229361912095,"BH",0.997038718718476,"Root","Exp1","NIP","day3",0.0132106615001427,0.00752299387655248,0.00759219778995841,"Selenocompound metabolism","Metabolism of other amino acids","Metabolism"
"283",283,"ko01051","LinDA","Defoliation","Intact",0.306158045025238,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.089218953247003,0.000968782492199571,0.000910686084583622,"Biosynthesis of ansamycins","Metabolism of terpenoids and polyketides","Metabolism"
"284",284,"ko00565","LinDA","Defoliation","Intact",0.789661334290988,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.220295238183831,0.000186185202132397,0.000159819469962234,"Ether lipid metabolism","Lipid metabolism","Metabolism"
"285",285,"ko00524","LinDA","Defoliation","Intact",0.959618047439272,"BH",0.997038718718476,"Root","Exp1","NIP","day3",0.00116091023085837,0.000825689244872855,0.000826353929253413,"Neomycin, kanamycin and gentamicin biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"286",286,"ko00300","LinDA","Defoliation","Intact",0.950464442149703,"BH",0.997038718718476,"Root","Exp1","NIP","day3",0.0104148683819136,0.0100919051291845,0.0101650225634085,"Lysine biosynthesis","Amino acid metabolism","Metabolism"
"287",287,"ko00905","LinDA","Defoliation","Intact",0.393216902693803,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-1.30657338256167,2.42923710291746e-08,9.82091892939833e-09,"Brassinosteroid biosynthesis","Metabolism of terpenoids and polyketides","Metabolism"
"290",290,"ko00260","LinDA","Defoliation","Intact",0.993976247097224,"BH",0.997038718718476,"Root","Exp1","NIP","day3",0.00531294895746814,0.0137198564141336,0.0137704750683834,"Glycine, serine and threonine metabolism","Amino acid metabolism","Metabolism"
"291",291,"ko00190","LinDA","Defoliation","Intact",0.990365462807775,"BH",0.997038718718476,"Root","Exp1","NIP","day3",0.00338774443147127,0.0250128759896568,0.0250716803780281,"Oxidative phosphorylation","Energy metabolism","Metabolism"
"293",293,"ko00750","LinDA","Defoliation","Intact",0.855409181426442,"BH",0.997038718718476,"Root","Exp1","NIP","day3",-0.00643962034458807,0.00289760465381622,0.00288469971480542,"Vitamin B6 metabolism","Metabolism of cofactors and vitamins","Metabolism"
"294",294,"ko00950","LinDA","Defoliation","Intact",0.506564052698766,"BH",0.997038718718476,"Root","Exp1","NIP","day3",0.0565256194041794,0.00101854705163119,0.00105924641529167,"Isoquinoline alkaloid biosynthesis","Biosynthesis of other secondary metabolites","Metabolism"
"296",296,"ko00592","LinDA","Defoliation","Intact",0.596048520873205,"BH",0.997038718718476,"Root","Exp1","NIP","day3",0.0733974652002944,0.000860502353618192,0.000905413365509282,"alpha-Linolenic acid metabolism","Lipid metabolism","Metabolism"
